7912.73277,5978.854756,6955.198314,6892.974267,9344.208984
4769.276812,12599.36265,1216.897948,2759.947877,10475.73209
9415.561079,5475.162266,4373.55666,5156.766296,3229.299416
9013.356234,5454.757329,4525.061515,9509.97505,5393.275297
4646.630193,7009.854786,5655.441998,3845.93847,11877.65574
9231.144158,3138.561584,4527.408933,11213.15984,3452.826886
11448.47249,10936.10176,9377.371839,9511.629025,6963.019086
9637.208779,6955.974949,2689.545475,2336.27207,12782.24705
8788.279889,4406.000533,3658.349654,6011.479862,3453.429325
9658.073879,4356.612601,8137.405478,4631.318035,4973.497833
4035.093724,5798.952874,4126.423466,2449.999171,7225.713963
9454.16423,4200.759321,4919.073396,7544.678993,2704.444563
8166.73277,6332.854756,7109.198314,6946.974267,9698.208984
5223.276812,13053.36265,1670.897948,3213.947877,10929.73209
9869.561079,5929.162266,4827.55666,5610.766296,3683.299416
9467.356234,5908.757329,4979.061515,9963.97505,5847.275297
5100.630193,7463.854786,6109.441998,4299.93847,12331.65574
9685.144158,3592.561584,4981.408933,11667.15984,3906.826886
11902.47249,11390.10176,9831.371839,9965.629025,7417.019086
10091.20878,7409.974949,3143.545475,2790.27207,13236.24705
9242.279889,4860.000533,4112.349654,6465.479862,3907.429325
10112.07388,4810.612601,8591.405478,5085.318035,5427.497833
4489.093724,6252.952874,4580.423466,2903.999171,7679.713963
9908.16423,4654.759321,5373.073396,7998.678993,3158.444563
